"﻿id","name","gender","dates","yearOfBirth","yearOfDeath","placeOfBirth","placeOfDeath","url","lon","lat","born.lon","born.lat","died.lon","died.lat","address"
1917,"Scully, Sean","Male","born 1945",1945,NA,"Dublin, Éire","","http://www.tate.org.uk/art/artists/sean-scully-1917",-6.26031,53.3498,-6.26031,53.3498,NA,NA,NA
1918,"Seabrooke, Elliott","Male","1886–1950",1886,1950,"Essex, United Kingdom","Nice, France","http://www.tate.org.uk/art/artists/elliott-seabrooke-1918",0.475776,51.7668,0.475776,51.7668,7.26195,43.7102,"nice, france"
9835,"Seawright, Paul","Male","born 1965",1965,NA,"Belfast, United Kingdom","","http://www.tate.org.uk/art/artists/paul-seawright-9835",-5.93012,54.5973,-5.93012,54.5973,NA,NA,NA
2626,"Seba, Albertus","Male","",NA,NA,"Amsterdam, Nederland","","http://www.tate.org.uk/art/artists/albertus-seba-2626",4.89517,52.3702,4.89517,52.3702,NA,NA,NA
482,"Seddon, John Pollard","Male","1827–1906",1827,1906,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/john-pollard-seddon-482",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
483,"Seddon, Thomas","Male","1821–1856",1821,1856,"London, United Kingdom","Al-Qahirah, Misr","http://www.tate.org.uk/art/artists/thomas-seddon-483",-0.127758,51.5074,-0.127758,51.5074,31.2384,30.0471,"misr, bab al louq, abdin, cairo governorate, egypt"
1919,"Sedgley, Peter","Male","born 1930",1930,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/peter-sedgley-1919",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
4956,"Sedira, Zineb","Female","born 1963",1963,NA,"Paris, France","","http://www.tate.org.uk/art/artists/zineb-sedira-4956",2.35222,48.8566,2.35222,48.8566,NA,NA,NA
12601,"Seers, Lindsay","Female","born 1966",1966,NA,"Mauritius, Mauritius","","http://www.tate.org.uk/art/artists/lindsay-seers-12601",57.5522,-20.3484,57.5522,-20.3484,NA,NA,NA
1920,"Sefran, Gorazd","Male","born 1945",1945,NA,"Ljubljana, Slovenija","","http://www.tate.org.uk/art/artists/gorazd-sefran-1920",14.5058,46.0569,14.5058,46.0569,NA,NA,NA
1921,"Segal, Arthur","Male","1875–1944",1875,1944,"Iasi, România","London, United Kingdom","http://www.tate.org.uk/art/artists/arthur-segal-1921",27.5903,47.1569,27.5903,47.1569,-0.127758,51.5074,"london, uk"
484,"Segar, Sir William","Male","active 1580 or 5–1633",1580,1633,"","Surrey, United Kingdom","http://www.tate.org.uk/art/artists/sir-william-segar-484",NA,NA,NA,NA,-0.55995,51.3148,"surrey, uk"
8300,"Sehgal, Tino","Male","born 1976",1976,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/tino-sehgal-8300",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
1922,"Self, Colin","Male","born 1941",1941,NA,"Norwich, United Kingdom","","http://www.tate.org.uk/art/artists/colin-self-1922",1.27843,52.6694,1.27843,52.6694,NA,NA,NA
18266,"Sen, Mithu","","born 1971",1971,NA,"","","http://www.tate.org.uk/art/artists/mithu-sen-18266",NA,NA,NA,NA,NA,NA,NA
1923,"Serra, Richard","Male","born 1939",1939,NA,"San Francisco, United States","","http://www.tate.org.uk/art/artists/richard-serra-1923",-122.419,37.7749,-122.419,37.7749,NA,NA,NA
10157,"Serralongue, Bruno","Male","born 1968",1968,NA,"France","","http://www.tate.org.uk/art/artists/bruno-serralongue-10157",2.21375,46.2276,2.21375,46.2276,NA,NA,NA
485,"Serres, Dominic","Male","1722–1793",1722,1793,"Auch, France","London, United Kingdom","http://www.tate.org.uk/art/artists/dominic-serres-485",0.586709,43.6464,0.586709,43.6464,-0.127758,51.5074,"london, uk"
486,"Serres, John Thomas","Male","1759–1825",1759,1825,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/john-thomas-serres-486",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
1924,"Serusier, Paul","Male","1863–1927",1863,1927,"Paris, France","Morlaix, France","http://www.tate.org.uk/art/artists/paul-serusier-1924",2.35222,48.8566,2.35222,48.8566,-3.82823,48.5776,"morlaix, france"
1925,"Setch, Terry","Male","born 1936",1936,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/terry-setch-1925",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
1926,"Seurat, Georges","Male","1859–1891",1859,1891,"Paris, France","Paris, France","http://www.tate.org.uk/art/artists/georges-seurat-1926",2.35222,48.8566,2.35222,48.8566,2.35222,48.8566,"paris, france"
1927,"Severini, Gino","Male","1883–1966",1883,1966,"Cortona, Italia","Paris, France","http://www.tate.org.uk/art/artists/gino-severini-1927",11.9851,43.2751,11.9851,43.2751,2.35222,48.8566,"paris, france"
487,"Severn, Joseph","Male","1793–1879",1793,1879,"London, United Kingdom","Roma, Italia","http://www.tate.org.uk/art/artists/joseph-severn-487",-0.127758,51.5074,-0.127758,51.5074,12.4964,41.9028,"rome, italy"
488,"Seymour, James","Male","?1702–1752",1702,1752,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/james-seymour-488",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
1928,"Shackleton, William","Male","1872–1933",1872,1933,"Bradford, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/william-shackleton-1928",-1.7594,53.796,-1.7594,53.796,-0.127758,51.5074,"london, uk"
1929,"Shadbolt, Jack","Male","1909–1998",1909,1998,"Shoeburyness, United Kingdom","","http://www.tate.org.uk/art/artists/jack-shadbolt-1929",0.797853,51.5315,0.797853,51.5315,NA,NA,NA
9857,"Shahbazi, Shirana","Female","born 1974",1974,NA,"Îran","","http://www.tate.org.uk/art/artists/shirana-shahbazi-9857",53.688,32.4279,53.688,32.4279,NA,NA,NA
1930,"Shahn, Ben","Male","1898–1969",1898,1969,"Lietuva","New York, United States","http://www.tate.org.uk/art/artists/ben-shahn-1930",23.8813,55.1694,23.8813,55.1694,-74.0059,40.7128,"new york, ny, usa"
16467,"Shahroudy Farmanfarmaian, Monir","Female","born 1924",1924,NA,"Qazvin, Îran","","http://www.tate.org.uk/art/artists/monir-shahroudy-farmanfarmaian-16467",50,36.2667,50,36.2667,NA,NA,NA
1931,"Shannon, Charles","Male","1863–1937",1863,1937,"Lincolnshire, United Kingdom","Kew, United Kingdom","http://www.tate.org.uk/art/artists/charles-shannon-1931",-0.19997,53.2179,-0.19997,53.2179,-0.287107,51.4815,"kew, richmond, richmond, greater london tw9, uk"
1932,"Shannon, Sir James Jebusa","Male","1862–1923",1862,1923,"Auburn, United States","London, United Kingdom","http://www.tate.org.uk/art/artists/sir-james-jebusa-shannon-1932",-122.228,47.3073,-122.228,47.3073,-0.127758,51.5074,"london, uk"
1933,"Shapinsky, Harold","Male","1925–2004",1925,2004,"Brooklyn, United States","Rockville, United States","http://www.tate.org.uk/art/artists/harold-shapinsky-1933",-73.9442,40.6782,-73.9442,40.6782,-77.1528,39.084,"rockville, md, usa"
1934,"Shapiro, Joel","Male","born 1941",1941,NA,"New York, United States","","http://www.tate.org.uk/art/artists/joel-shapiro-1934",-74.0059,40.7128,-74.0059,40.7128,NA,NA,NA
1935,"Shapiro, Shmuel","Male","born 1924",1924,NA,"New Britain, United States","","http://www.tate.org.uk/art/artists/shmuel-shapiro-1935",-72.7795,41.6612,-72.7795,41.6612,NA,NA,NA
2455,"Sharpe, Charles Kirkpatrick","Male","1781–1851",1781,1851,"Dumfries, United Kingdom","Edinburgh, United Kingdom","http://www.tate.org.uk/art/artists/charles-kirkpatrick-sharpe-2455",-3.60512,55.0709,-3.60512,55.0709,-3.18827,55.9533,"edinburgh, city of edinburgh, uk"
5253,"Shaw, George","Male","born 1966",1966,NA,"Coventry, United Kingdom","","http://www.tate.org.uk/art/artists/george-shaw-5253",-1.51969,52.4068,-1.51969,52.4068,NA,NA,NA
9784,"Shaw, Raqib","Male","born 1974",1974,NA,"Calcutta, Bharat","","http://www.tate.org.uk/art/artists/raqib-shaw-9784",88.4053,22.6103,88.4053,22.6103,NA,NA,NA
13675,"Shawky, Wael","Male","born 1971",1971,NA,"Misr","","http://www.tate.org.uk/art/artists/wael-shawky-13675",32.3085,30.8566,32.3085,30.8566,NA,NA,NA
489,"Shayer, William, Senior","Male","1787–1879",1787,1879,"Southampton, United Kingdom","Southampton, United Kingdom","http://www.tate.org.uk/art/artists/william-shayer-senior-489",-1.40435,50.9097,-1.40435,50.9097,-1.40435,50.9097,"southampton, southampton, uk"
490,"Shee, Sir Martin Archer","Male","1769–1850",1769,1850,"Dublin, Éire","Brighton, United Kingdom","http://www.tate.org.uk/art/artists/sir-martin-archer-shee-490",-6.26031,53.3498,-6.26031,53.3498,-0.137163,50.8225,"brighton, the city of brighton and hove, uk"
491,"Sheffield, George","Male","1839–1892",1839,1892,"Wigton, United Kingdom","Manchester, United Kingdom","http://www.tate.org.uk/art/artists/george-sheffield-491",-3.16123,54.8255,-3.16123,54.8255,-2.24263,53.4808,"manchester, uk"
1936,"Shelley, John","Male","born 1938",1938,NA,"","","http://www.tate.org.uk/art/artists/john-shelley-1936",NA,NA,NA,NA,NA,NA,NA
2456,"Shelley, Samuel","Male","1750–?1808",1750,1808,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/samuel-shelley-2456",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
14097,"Shemza, Anwar Jalal","Male","1928–1985",1928,1985,"Bharat","Stafford, United Kingdom","http://www.tate.org.uk/art/artists/anwar-jalal-shemza-14097",72.8433,19.116,72.8433,19.116,-2.12066,52.8067,"stafford, stafford, uk"
1782,"Shepperson, Claude","Male","1867–1921",1867,1921,"Beckenham, United Kingdom","","http://www.tate.org.uk/art/artists/claude-shepperson-1782",-0.025813,51.4082,-0.025813,51.4082,NA,NA,NA
1937,"Sheringham, George","Male","1884–1937",1884,1937,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/george-sheringham-1937",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
2530,"Sherlock, William P.","Male","c.1780–c.1821",1780,1821,"","","http://www.tate.org.uk/art/artists/william-p-sherlock-2530",NA,NA,NA,NA,NA,NA,NA
1938,"Sherman, Cindy","Female","born 1954",1954,NA,"Glen Ridge, United States","","http://www.tate.org.uk/art/artists/cindy-sherman-1938",-74.2038,40.8054,-74.2038,40.8054,NA,NA,NA
12923,"Sherwin, Guy","Male","born 1948",1948,NA,"","","http://www.tate.org.uk/art/artists/guy-sherwin-12923",NA,NA,NA,NA,NA,NA,NA
14419,"Shibuya, Ryukichi","Male","1904–1995",1904,1995,"","","http://www.tate.org.uk/art/artists/ryukichi-shibuya-14419",NA,NA,NA,NA,NA,NA,NA
6670,"Shields, Alan","Male","1944–2005",1944,2005,"Herington, United States","Shelter Island, United States","http://www.tate.org.uk/art/artists/alan-shields-6670",-96.9425,38.6711,-96.9425,38.6711,-72.3387,41.0682,"shelter island, ny, usa"
4753,"Shimamoto, Shozo","Male","born 1928",1928,NA,"Osaka, Nihon","","http://www.tate.org.uk/art/artists/shozo-shimamoto-4753",135.502,34.6937,135.502,34.6937,NA,NA,NA
3081,"Shonibare, Yinka","Male","born 1962",1962,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/yinka-shonibare-mbe-3081",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
5337,"Shore, Stephen","Male","born 1947",1947,NA,"New York, United States","","http://www.tate.org.uk/art/artists/stephen-shore-5337",-74.0059,40.7128,-74.0059,40.7128,NA,NA,NA
492,"Short, Sir Frank","Male","1857–1945",1857,1945,"Stourbridge, United Kingdom","Ditchling, United Kingdom","http://www.tate.org.uk/art/artists/sir-frank-short-492",-2.14873,52.4569,-2.14873,52.4569,-0.115824,50.918,"ditchling, hassocks, east sussex bn6, uk"
10208,"Shrigley, David","Male","born 1968",1968,NA,"Macclesfield, United Kingdom","","http://www.tate.org.uk/art/artists/david-shrigley-10208",-2.11929,53.2587,-2.11929,53.2587,NA,NA,NA
493,"Siberechts, Jan","Male","1627–c.1700",1627,1700,"Antwerpen, België","London, United Kingdom","http://www.tate.org.uk/art/artists/jan-siberechts-493",4.40246,51.2194,4.40246,51.2194,-0.127758,51.5074,"london, uk"
1939,"Sichel, Ernest Leopold","Male","1862–1941",1862,1941,"Bradford, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/ernest-leopold-sichel-1939",-1.7594,53.796,-1.7594,53.796,-0.127758,51.5074,"london, uk"
1940,"Sickert, Bernard","Male","1862 or 63–1932",1862,1932,"München, Deutschland","Jordans, United Kingdom","http://www.tate.org.uk/art/artists/bernard-sickert-1940",11.582,48.1351,11.582,48.1351,-0.587039,51.6141,"jordans, beaconsfield, buckinghamshire hp9, uk"
1941,"Sickert, Walter Richard","Male","1860–1942",1860,1942,"München, Deutschland","Bath and Northeast Somerset, United Kingdom","http://www.tate.org.uk/art/artists/walter-richard-sickert-1941",11.582,48.1351,11.582,48.1351,-2.44,51.3636,"bath and north east somerset, uk"
494,"Siddal, Elizabeth Eleanor","Female","1829–1862",1829,1862,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/elizabeth-eleanor-siddal-494",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
6878,"Sierra, Santiago","Male","born 1966",1966,NA,"Madrid, España","","http://www.tate.org.uk/art/artists/santiago-sierra-6878",-3.70379,40.4168,-3.70379,40.4168,NA,NA,NA
6005,"Sietsema, Paul","Male","born 1968",1968,NA,"Los Angeles, United States","","http://www.tate.org.uk/art/artists/paul-sietsema-6005",-118.244,34.0522,-118.244,34.0522,NA,NA,NA
16982,"Sillman, Amy","Female","born 1966",1966,NA,"Detroit, United States","","http://www.tate.org.uk/art/artists/amy-sillman-16982",-83.0458,42.3314,-83.0458,42.3314,NA,NA,NA
1942,"Simmonds, William G.","Male","1876–1968",1876,1968,"Galata, Türkiye","","http://www.tate.org.uk/art/artists/william-g-simmonds-1942",28.9742,41.0256,28.9742,41.0256,NA,NA,NA
6376,"Simmons, Laurie","Female","born 1949",1949,NA,"Long Island, United States","","http://www.tate.org.uk/art/artists/laurie-simmons-6376",-72.9491,40.8521,-72.9491,40.8521,NA,NA,NA
2322,"Simmons, Rosemary","Female","born 1932",1932,NA,"","","http://www.tate.org.uk/art/artists/rosemary-simmons-rosura-jones-2322",NA,NA,NA,NA,NA,NA,NA
11458,"Simon, Taryn","Female","born 1975",1975,NA,"New York, United States","","http://www.tate.org.uk/art/artists/taryn-simon-11458",-74.0059,40.7128,-74.0059,40.7128,NA,NA,NA
2775,"Simpson, Jane","Female","born 1965",1965,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/jane-simpson-2775",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
495,"Simpson, John","Male","1782–1847",1782,1847,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/john-simpson-495",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
12577,"Simpson, Lorna","Female","born 1960",1960,NA,"Brooklyn, United States","","http://www.tate.org.uk/art/artists/lorna-simpson-12577",-73.9442,40.6782,-73.9442,40.6782,NA,NA,NA
1944,"Sims, Charles","Male","1873–1928",1873,1928,"Islington, United Kingdom","","http://www.tate.org.uk/art/artists/charles-sims-1944",-0.105806,51.5465,-0.105806,51.5465,NA,NA,NA
5261,"Singh, Raghubir","Male","1942–1999",1942,1999,"Jaipur, Bharat","Manhattan Island, United States","http://www.tate.org.uk/art/artists/raghubir-singh-5261",75.7393,26.9058,75.7393,26.9058,-75.9163,44.3526,"manhattan island, alexandria bay, ny 13640, usa"
1945,"Singier, Gustave","Male","1909–1984",1909,1984,"Warneton, België","","http://www.tate.org.uk/art/artists/gustave-singier-1945",2.94883,50.7528,2.94883,50.7528,NA,NA,NA
496,"Singleton, Henry","Male","1766–1839",1766,1839,"London, United Kingdom","","http://www.tate.org.uk/art/artists/henry-singleton-496",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
1946,"Sintenis, Renée","Female","1888–1965",1888,1965,"Schlesien","Berlin, Deutschland","http://www.tate.org.uk/art/artists/renee-sintenis-1946",15.9,-23.3167,15.9,-23.3167,13.405,52.52,"berlin, germany"
5257,"Siqueiros, David Alfaro","Male","1896–1974",1896,1974,"Chihuahua, México","","http://www.tate.org.uk/art/artists/david-alfaro-siqueiros-5257",-106.069,28.633,-106.069,28.633,NA,NA,NA
1947,"Sironi, Mario","Male","1885–1961",1885,1961,"Sassari, Italia","Milano, Italia","http://www.tate.org.uk/art/artists/mario-sironi-1947",8.55568,40.7259,8.55568,40.7259,9.18592,45.4654,"milan, italy"
14489,"Siskind, Aaron","Male","1903–1991",1903,1991,"New York, United States","Providence, United States","http://www.tate.org.uk/art/artists/aaron-siskind-14489",-74.0059,40.7128,-74.0059,40.7128,-71.4128,41.824,"providence, ri, usa"
1948,"Sisley, Alfred","Male","1839–1899",1839,1899,"Paris, France","Moret-sur-Loing, France","http://www.tate.org.uk/art/artists/alfred-sisley-1948",2.35222,48.8566,2.35222,48.8566,2.81643,48.3733,"moret-sur-loing, france"
13391,"Skaer, Lucy","Female","born 1977",1977,NA,"Cambridge, United Kingdom","","http://www.tate.org.uk/art/artists/lucy-skaer-13391",0.121817,52.2053,0.121817,52.2053,NA,NA,NA
2457,"Skeaf, D.","","active 1803–1819",1803,1819,"","","http://www.tate.org.uk/art/artists/d-skeaf-2457",NA,NA,NA,NA,NA,NA,NA
1949,"Skeaping, John","Male","1901–1980",1901,1980,"Greater London, United Kingdom","","http://www.tate.org.uk/art/artists/john-skeaping-1949",-0.0936496,51.4309,-0.0936496,51.4309,NA,NA,NA
497,"Skelton, Jonathan","Male","c.1735–1759",1735,1759,"","","http://www.tate.org.uk/art/artists/jonathan-skelton-497",NA,NA,NA,NA,NA,NA,NA
1950,"Skiöld, Birgit","Female","1923–1982",1923,1982,"Stockholm, Sverige","Stockholm, Sverige","http://www.tate.org.uk/art/artists/birgit-skiold-1950",18.0686,59.3293,18.0686,59.3293,18.0686,59.3293,"stockholm, sweden"
2458,"Skippe, John","Male","1741–1811 or 12",1741,1811,"Hertfordshire","England, United Kingdom","http://www.tate.org.uk/art/artists/john-skippe-2458",-0.237674,51.8098,-0.237674,51.8098,-1.17432,52.3555,"england, uk"
498,"Slaughter, Stephen","Male","1697–1765",1697,1765,"London, United Kingdom","Kensington","http://www.tate.org.uk/art/artists/stephen-slaughter-498",-0.127758,51.5074,-0.127758,51.5074,-77.0764,39.0257,"kensington, md, usa"
1951,"Slawik, Bernard","Male","1904 – 1991",1904,1991,"Polska","Melbourne, Australia","http://www.tate.org.uk/art/artists/bernard-slawik-1951",19.1451,51.9194,19.1451,51.9194,144.963,-37.8141,"melbourne vic, australia"
499,"Sleap, Joseph Axe","Male","1808–1859",1808,1859,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/joseph-axe-sleap-499",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
500,"Sleter, Francesco","Male","1685–1775",1685,1775,"","Kent, United Kingdom","http://www.tate.org.uk/art/artists/francesco-sleter-500",NA,NA,NA,NA,0.521725,51.2787,"kent, uk"
11404,"Slominski, Andreas","Male","born 1959",1959,NA,"Meppen, Deutschland","","http://www.tate.org.uk/art/artists/andreas-slominski-11404",7.2994,52.6953,7.2994,52.6953,NA,NA,NA
501,"Small, William","Male","1843–1931",1843,1931,"Edinburgh, United Kingdom","Worcester, United Kingdom","http://www.tate.org.uk/art/artists/william-small-501",-3.18827,55.9533,-3.18827,55.9533,-2.22158,52.1936,"worcester, worcester, uk"
2531,"Smallwood, William Frome","Male","1806–1834",1806,1834,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/william-frome-smallwood-2531",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
1952,"Smart, Edgar Rowley","Male","1887–1934",1887,1934,"Cheetham Hill, United Kingdom","Staffordshire, United Kingdom","http://www.tate.org.uk/art/artists/edgar-rowley-smart-1952",-2.23711,53.5028,-2.23711,53.5028,-2.10452,52.7698,"staffordshire, uk"
502,"Smetham, James","Male","1821–1889",1821,1889,"Pateley Bridge, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/james-smetham-502",-1.75522,54.085,-1.75522,54.085,-0.127758,51.5074,"london, uk"
503,"Smirke, Robert","Male","1752–1845",1752,1845,"Wigton, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/robert-smirke-503",-3.16123,54.8255,-3.16123,54.8255,-0.127758,51.5074,"london, uk"
10029,"Smith, Bob and Roberta","Male","born 1963",1963,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/bob-and-roberta-smith-10029",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
2673,"Smith, Colin","Male","born 1953",1953,NA,"","","http://www.tate.org.uk/art/artists/colin-smith-2673",NA,NA,NA,NA,NA,NA,NA
1953,"Smith, David","Male","1906–1965",1906,1965,"Decatur, United States","Bennington, United States","http://www.tate.org.uk/art/artists/david-smith-1953",-84.2963,33.7748,-84.2963,33.7748,-73.1968,42.8781,"bennington, vt 05201, usa"
504,"Smith, Frederick William","Male","1797–1835",1797,1835,"London, United Kingdom","","http://www.tate.org.uk/art/artists/frederick-william-smith-504",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
506,"Smith, George, of Chichester","Male","1714–1776",1714,1776,"Chichester, United Kingdom","Chichester, United Kingdom","http://www.tate.org.uk/art/artists/george-smith-of-chichester-506",-0.774936,50.8376,-0.774936,50.8376,-0.774936,50.8376,"chichester, chichester, west sussex, uk"
1954,"Smith, Gordon","Male","born 1919",1919,NA,"Hove, United Kingdom","","http://www.tate.org.uk/art/artists/gordon-appelbe-smith-1954",-0.168749,50.8279,-0.168749,50.8279,NA,NA,NA
1955,"Smith, Hassel","Male","1915–2007",1915,2007,"Sturgis, United States","Warminster, United Kingdom","http://www.tate.org.uk/art/artists/hassel-smith-1955",-103.509,44.4097,-103.509,44.4097,-2.18108,51.2046,"warminster, warminster, wiltshire ba12, uk"
1956,"Smith, Jack","Male","1928–2011",1928,2011,"Sheffield, United Kingdom","","http://www.tate.org.uk/art/artists/jack-smith-1956",-1.47009,53.3811,-1.47009,53.3811,NA,NA,NA
1957,"Smith, Joel","Male","born 1929",1929,NA,"Draper, United States","","http://www.tate.org.uk/art/artists/joel-smith-1957",-111.864,40.5247,-111.864,40.5247,NA,NA,NA
12243,"Smith, John","Male","born 1952",1952,NA,"Walthamstow, United Kingdom","","http://www.tate.org.uk/art/artists/john-smith-12243",-0.0173437,51.5902,-0.0173437,51.5902,NA,NA,NA
508,"Smith, John `Warwick'","Male","1749–1831",1749,1831,"Cumbria, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/john-warwick-smith-508",-2.79748,54.5772,-2.79748,54.5772,-0.127758,51.5074,"london, uk"
2568,"Smith, John Raphael","Male","1752–1812",1752,1812,"Derby, United Kingdom","Hereford and Worcester, United Kingdom","http://www.tate.org.uk/art/artists/john-raphael-smith-2568",-1.47462,52.9225,-1.47462,52.9225,-2.80138,52.0307,"hereford, uk"
507,"Smith, John Thomas","Male","1766–1833",1766,1833,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/john-thomas-smith-507",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
2274,"Smith, Joseph Clarendon","Male","1778–1810",1778,1810,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/joseph-clarendon-smith-2274",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
12131,"Smith, Keir","Male","1950–2007",1950,2007,"Gravesend, United Kingdom","","http://www.tate.org.uk/art/artists/keir-smith-12131",0.370759,51.4419,0.370759,51.4419,NA,NA,NA
2280,"Smith, Kiki","Female","born 1954",1954,NA,"Noremburg, Deutschland","","http://www.tate.org.uk/art/artists/kiki-smith-2280",11.0798,49.4971,11.0798,49.4971,NA,NA,NA
9594,"Smith, Melanie","Female","born 1965",1965,NA,"Poole, United Kingdom","","http://www.tate.org.uk/art/artists/melanie-smith-9594",-1.98725,50.715,-1.98725,50.715,NA,NA,NA
1959,"Smith, Richard","Male","born 1931",1931,NA,"Letchworth, United Kingdom","","http://www.tate.org.uk/art/artists/richard-smith-1959",-0.226624,51.9791,-0.226624,51.9791,NA,NA,NA
509,"Smith, Sidney Robert James","Male","1857–1913",1857,1913,"","","http://www.tate.org.uk/art/artists/sidney-robert-james-smith-509",NA,NA,NA,NA,NA,NA,NA
1958,"Smith, Sir Matthew","Male","1879–1959",1879,1959,"Halifax, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/sir-matthew-smith-1958",-1.85754,53.727,-1.85754,53.727,-0.127758,51.5074,"london, uk"
2735,"Smith, Stephanie","","born 1968, born 1961",1961,NA,"","","http://www.tate.org.uk/art/artists/stephanie-smith-2735",NA,NA,NA,NA,NA,NA,NA
2226,"Smith, Thomas","Male","active 1780–1822",1780,1822,"","","http://www.tate.org.uk/art/artists/thomas-smith-2226",NA,NA,NA,NA,NA,NA,NA
12052,"Smith, W. Eugene","Male","1918–1978",1918,1978,"Wichita, United States","Tucson, United States","http://www.tate.org.uk/art/artists/w-eugene-smith-12052",-97.3361,37.6889,-97.3361,37.6889,-110.926,32.2217,"tucson, az, usa"
4541,"Smithson, Robert","Male","1938–1973",1938,1973,"Passaic, United States","Amarillo, United States","http://www.tate.org.uk/art/artists/robert-smithson-4541",-74.1285,40.8568,-74.1285,40.8568,-101.831,35.222,"amarillo, tx, usa"
510,"Smythe, Lionel Percy","Male","1840–1918",1840,1918,"London, United Kingdom","Wimereux, France","http://www.tate.org.uk/art/artists/lionel-percy-smythe-510",-0.127758,51.5074,-0.127758,51.5074,1.61021,50.7695,"wimereux, france"
7516,"Soares, Valeska","Female","born 1957",1957,NA,"Brasil","","http://www.tate.org.uk/art/artists/valeska-soares-7516",-51.9253,-14.235,-51.9253,-14.235,NA,NA,NA
1960,"Sobrino, Francisco","Male","born 1932",1932,NA,"Guadalajara, España","","http://www.tate.org.uk/art/artists/francisco-sobrino-1960",-3.16017,40.6325,-3.16017,40.6325,NA,NA,NA
511,"Soest, Gilbert","Male","c.1605–1681",1605,1681,"London, United Kingdom","","http://www.tate.org.uk/art/artists/gilbert-soest-511",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
12133,"Solakov, Nedko","Male","born 1957",1957,NA,"Cherven Bryag, Bulgaria","","http://www.tate.org.uk/art/artists/nedko-solakov-12133",24.0829,43.2805,24.0829,43.2805,NA,NA,NA
3823,"Soldi, Andrea","Male","c.1703–71",1703,1771,"Firenze, Italia","London, United Kingdom","http://www.tate.org.uk/art/artists/andrea-soldi-3823",11.2558,43.7696,11.2558,43.7696,-0.127758,51.5074,"london, uk"
6672,"Solien, T.L.","Male","born 1949",1949,NA,"Fargo, United States","","http://www.tate.org.uk/art/artists/tl-solien-6672",-96.7898,46.8772,-96.7898,46.8772,NA,NA,NA
512,"Solomon, Abraham","Male","1824–1862",1824,1862,"London, United Kingdom","","http://www.tate.org.uk/art/artists/abraham-solomon-512",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
513,"Solomon, Simeon","Male","1840–1905",1840,1905,"London, United Kingdom","","http://www.tate.org.uk/art/artists/simeon-solomon-513",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
