country,gdp1800,gdp1801,gdp1802,gdp1803,gdp1804,gdp1805,gdp1806,gdp1807,gdp1808,gdp1809,gdp1810,gdp1811,gdp1812,gdp1813,gdp1814,gdp1815,gdp1816,gdp1817,gdp1818,gdp1819,gdp1820,gdp1821,gdp1822,gdp1823,gdp1824,gdp1825,gdp1826,gdp1827,gdp1828,gdp1829,gdp1830,gdp1831,gdp1832,gdp1833,gdp1834,gdp1835,gdp1836,gdp1837,gdp1838,gdp1839,gdp1840,gdp1841,gdp1842,gdp1843,gdp1844,gdp1845,gdp1846,gdp1847,gdp1848,gdp1849,gdp1850,gdp1851,gdp1852,gdp1853,gdp1854,gdp1855,gdp1856,gdp1857,gdp1858,gdp1859,gdp1860,gdp1861,gdp1862,gdp1863,gdp1864,gdp1865,gdp1866,gdp1867,gdp1868,gdp1869,gdp1870,gdp1871,gdp1872,gdp1873,gdp1874,gdp1875,gdp1876,gdp1877,gdp1878,gdp1879,gdp1880,gdp1881,gdp1882,gdp1883,gdp1884,gdp1885,gdp1886,gdp1887,gdp1888,gdp1889,gdp1890,gdp1891,gdp1892,gdp1893,gdp1894,gdp1895,gdp1896,gdp1897,gdp1898,gdp1899,gdp1900,gdp1901,gdp1902,gdp1903,gdp1904,gdp1905,gdp1906,gdp1907,gdp1908,gdp1909,gdp1910,gdp1911,gdp1912,gdp1913,gdp1914,gdp1915,gdp1916,gdp1917,gdp1918,gdp1919,gdp1920,gdp1921,gdp1922,gdp1923,gdp1924,gdp1925,gdp1926,gdp1927,gdp1928,gdp1929,gdp1930,gdp1931,gdp1932,gdp1933,gdp1934,gdp1935,gdp1936,gdp1937,gdp1938,gdp1939,gdp1940,gdp1941,gdp1942,gdp1943,gdp1944,gdp1945,gdp1946,gdp1947,gdp1948,gdp1949,gdp1950,gdp1951,gdp1952,gdp1953,gdp1954,gdp1955,gdp1956,gdp1957,gdp1958,gdp1959,gdp1960,gdp1961,gdp1962,gdp1963,gdp1964,gdp1965,gdp1966,gdp1967,gdp1968,gdp1969,gdp1970,gdp1971,gdp1972,gdp1973,gdp1974,gdp1975,gdp1976,gdp1977,gdp1978,gdp1979,gdp1980,gdp1981,gdp1982,gdp1983,gdp1984,gdp1985,gdp1986,gdp1987,gdp1988,gdp1989,gdp1990,gdp1991,gdp1992,gdp1993,gdp1994,gdp1995,gdp1996,gdp1997,gdp1998,gdp1999,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013
Gabon,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,410.801,412.604,414.408,416.211,418.015,419.818,421.622,423.425,425.229,427.032,428.836,430.639,432.443,434.246,436.05,437.853,439.657,441.46,443.264,445.067,446.871,448.674,450.478,452.281,454.085,455.889,457.692,459.496,461.299,463.103,464.906,466.71,468.513,470.317,472.12,473.924,475.727,477.531,479.334,481.138,482.941,484.745,486.548,488.352,490.155,491.959,493.762,495.566,497.369,499.173,500.976,551.074,601.172,651.269,701.367,751.465,801.562,851.66,901.758,951.855,1001.95,1179.53,1357.11,1534.69,1712.27,1889.85,1789.73,2134.5,2252.45,2505.54,3018.34,3728,3948.12,5295.1,11514.8,11359.1,13516.9,12759.4,13863.8,14894.5,16744.9,16567.7,14769.5,15818.4,15105.3,13508.5,10555.3,9437.97,8628.76,11299.3,10937.5,11413.8,10546.4,10151,10602.5,10584.9,11465,9352.14,7908.92,8568.73,10369.8,9583.06,9271.41,9956.23,11109.6,14888.3,14771.4,14723.9,17360.7,15669.1,19238.4,17488.5,18191.4,18985.3
Gambia,855.652,856.055,856.457,856.86,857.263,857.665,858.068,858.471,858.873,859.276,859.679,860.081,860.484,860.887,861.289,861.692,862.095,862.497,862.9,863.303,863.705,864.108,864.511,864.913,865.316,865.719,866.121,866.524,866.927,867.329,867.732,868.135,868.537,868.94,869.343,869.745,870.148,870.551,870.953,871.356,871.758,872.161,872.564,872.966,873.369,873.772,874.174,874.577,874.98,875.382,875.785,876.188,876.59,876.993,877.396,877.798,878.201,878.604,879.006,879.409,879.812,880.214,880.617,881.02,881.422,881.825,882.228,882.63,883.033,883.436,883.838,884.241,884.644,885.046,885.449,885.852,886.254,886.657,887.06,887.462,887.865,888.268,888.67,889.073,889.476,889.878,890.281,890.684,891.086,891.489,891.891,892.294,892.697,893.099,893.502,893.905,894.307,894.71,895.113,895.515,895.918,897.498,899.078,900.658,902.239,903.819,905.399,906.979,908.559,910.139,911.719,913.299,914.879,916.46,918.04,919.62,921.2,922.78,924.36,925.94,927.52,929.101,930.681,932.261,933.841,935.421,937.001,938.581,940.161,941.741,943.322,944.902,946.482,948.062,949.642,951.222,952.802,954.382,955.962,957.543,959.123,960.703,962.283,963.863,965.443,967.023,968.603,970.184,971.764,973.344,974.924,1007.07,1014.26,1028.1,1059.5,1065.54,1077.44,1088.88,1088.58,1119.19,1158.37,1308.69,1253.43,1222.63,1263.83,1357.67,1533.12,1535.89,1507.78,1616.95,1410.78,1522.66,1580.42,1600.25,1856.44,1684.8,1820.11,1849.37,1698.07,1911.18,1667.43,1600.77,1747.07,1486.86,1398.23,1236.65,1257.42,1278.53,1362.54,1404.23,1408.59,1385.21,1391.33,1420.08,1418.61,1319.28,1350.04,1366.47,1366.28,1405.7,1436.33,1471.47,1380.8,1428.78,1486.04,1517.53,1491.37,1502.69,1545.41,1600.45,1658.87,1544.98,1582.77,1638.02
Georgia,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,571.498,574.131,576.775,579.432,582.101,584.782,587.476,590.182,592.9,595.631,598.375,601.131,603.9,606.682,609.476,612.284,615.104,617.937,620.784,623.643,626.516,629.401,632.301,635.213,638.139,641.078,644.031,646.998,649.978,652.972,655.98,659.001,662.037,665.086,668.15,671.227,674.319,677.425,680.546,683.68,686.83,689.993,693.171,696.364,699.572,702.794,706.031,709.284,712.551,715.833,719.13,722.443,725.77,729.113,732.472,735.846,739.235,742.64,746.061,749.497,752.95,756.418,759.902,763.402,766.919,770.451,739.543,863.399,829.265,769.889,765.527,700.114,765.248,865.86,982.924,908.156,998.67,980.427,1004.93,1064.72,1040.22,1064.51,1154.96,1073.6,1185.42,1047.6,999.686,959.108,1045.79,1084.08,1154.97,1065.4,1149.33,1205.53,1149.39,1181.1,1178.11,920.513,719.238,561.973,537.754,514.578,576.576,646.043,723.88,811.095,908.817,1018.31,1141,1152.48,1202.63,1211.64,1191.08,1233.96,1345.1,1535.57,1637.46,1770.55,1762.82,1831.36,1752.36,1716.8,1681.96,1647.82,1614.38,1581.62,1549.52,1718.98,1939.07,2114.58,2286.88,2254.71,2356.14,2413.31,2484.37,2645.55,2843.57,2846.68,3002.26,2911.87,3126.23,3247.06,3280.64,3157.81,3517.31,3671.64,3902.4,4102.81,4244.4,4406.52,4893.41,4969.83,5066.19,5348.94,5773.46,6153.4,6484.06,6887.29,7353.13,7843.76,8144.48,8508.99,8612.18,8909.94,9312.24,9683.02,8801.96,8821.68,9230.04,8527.9,7278.99,5793.52,3240.53,2335.47,2135.11,2231.4,2520.85,2824.28,2946.95,3065.93,3158.19,3348.43,3571.66,4009.9,4288.81,4746.31,5097.57,5735.1,5884.68,5658.23,5942.93,6322.5,6670.97,6907.87
Germany,2120.15,2134.79,2149.52,2164.36,2179.3,2194.34,2209.48,2224.73,2240.09,2255.55,2271.12,2286.79,2302.58,2318.47,2334.47,2350.58,2366.81,2383.14,2399.59,2416.16,2432.83,2449.62,2466.53,2483.55,2500.7,2517.96,2535.34,2552.83,2570.45,2588.2,2606.06,2615.48,2624.94,2634.44,2643.96,2653.53,2663.12,2672.75,2682.42,2692.12,2701.86,2711.63,2721.43,2731.28,2741.15,2751.07,2761.02,2771,2781.02,2791.08,2801.17,2762.1,2797.47,2773.24,2831.93,2787.03,3004.68,3128.46,3088.76,3071.04,3216.46,3105.7,3227.8,3431.35,3492.29,3472.06,3474.83,3464.6,3651.84,3649.74,3608.39,3564.21,3789.49,3921.53,4167.35,4144.57,4062.79,3988.15,4126.22,3980.38,3907.27,3973.74,4011.41,4205.25,4274.22,4348.4,4338.87,4464.17,4592.77,4668.18,4763.52,4702.18,4844.95,5033.61,5096.67,5270.27,5375.36,5443.97,5587.61,5699.98,5856.29,5633.74,5677.17,5902.2,6049.74,6090.34,6184.7,6366.65,6385.17,6425.19,6568.3,6687.51,6913.72,7157.63,6002.53,5688.05,5757.69,5792.17,5853.15,5074.43,5485.14,6038.9,6535.61,5394.85,6276.31,6929.38,7072.53,7732.7,8024.84,7949.12,7795.99,7164.51,6595.83,6976.69,7570.06,8083.34,8732.65,9192.13,9797.76,10607.4,10600.1,11205.7,11262.1,11555.9,11936.7,8857.32,4349.59,4779.77,5559.94,6440.41,7614.56,8252.08,8932.5,9624.1,10294.6,11374,12119,12738.1,13218,14081.1,15118.2,15602.7,16132.3,16452.9,17310,18023,18419.1,18436.9,19354.7,20484.7,21267.1,21733.3,22526.2,23479,23668.5,23624.5,24886.5,25647.9,26400.2,27455.8,27692.7,27760.5,27546.7,28114.2,29005.6,29705.2,30351.2,30807.1,31707.2,32488.1,31253.4,32667.5,33140.4,32658,33409.6,33941.4,34179.6,34745.3,35373.8,36062.9,37168.4,37586.7,37554.7,37451.1,37835.8,38130.1,39661.1,41056.5,41457.5,39471.9,41119.4,42381,42656.8,42739.4
Ghana,859.996,860.567,861.139,861.71,862.281,862.853,863.424,863.996,864.567,865.139,865.71,866.281,866.853,867.424,867.996,868.567,869.138,869.71,870.281,870.853,871.424,871.996,872.567,873.138,873.71,874.281,874.853,875.424,875.996,876.567,877.138,877.71,878.281,878.853,879.424,879.996,880.567,881.138,881.71,882.281,882.853,883.424,883.996,884.567,885.138,885.71,886.281,886.853,887.424,887.996,888.567,889.138,889.71,890.281,890.853,891.424,891.996,892.567,893.138,893.71,894.281,894.853,895.424,895.996,896.567,897.138,897.71,898.281,898.853,899.424,899.995,901.9,903.805,905.71,907.614,909.519,911.424,913.329,915.234,917.138,919.043,920.948,922.853,924.757,926.662,928.567,930.472,932.376,934.281,936.186,938.091,939.995,936.678,942.593,929.924,935.752,904.669,910.295,906.955,903.605,882.418,853.002,898.62,920.112,960.21,983.124,1054.95,1090.45,1105.65,1164.57,1157.81,1378.99,1366.75,1434.26,1421.45,1671.12,1558.68,1711.2,1363.22,2383.85,1852.66,1853.73,2194.71,2321.46,2477.99,2404.53,2449.83,2234.42,2298.05,2341.11,1976.05,2012.94,2057.5,2102.97,2149.36,2217.62,2287.97,2360.46,2113.53,2056.91,2001.74,1947.96,1895.56,1844.5,1794.73,1746.24,1512.1,1294.59,1347.62,1478.9,1751.02,1769.34,1691.97,1875.9,2056.31,1872.48,2221.84,1980.81,2135.71,2185.44,2283.61,2300.29,2345.66,2360.09,2343.11,2307.6,2243.6,2218.08,2184.04,2244.17,2456.04,2526.77,2394.46,2455.49,2554.31,2184.82,2066.79,2078.52,2217.92,2121.02,2080.4,1949.98,1755.88,1617.96,1698.26,1727.73,1764.34,1797.86,1848.6,1891.1,1901.11,1945.92,1964.64,2002.41,2011.74,2038.26,2079.06,2114.65,2162.34,2205.66,2244.48,2290.57,2342.84,2405.84,2473.54,2563.69,2616.22,2718.77,2878.06,2941.28,3063.05,3445.74,3625.67,3727.98
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,1089.36,1091.08,1092.82,1094.55,1096.28,1098.02,1099.76,1101.51,1103.26,1105,1106.76,1108.51,1110.27,1112.03,1113.79,1115.56,1117.33,1119.1,1120.88,1122.65,1124.44,1133.52,1142.68,1151.91,1161.22,1170.6,1180.06,1189.59,1199.21,1208.89,1218.66,1228.51,1238.43,1248.44,1258.53,1268.7,1278.95,1289.28,1299.7,1310.2,1320.79,1331.46,1342.21,1353.06,1363.99,1375.01,1386.12,1397.32,1408.61,1419.99,1431.47,1436.87,1442.3,1447.75,1453.22,1458.71,1464.22,1469.76,1475.31,1480.88,1486.48,1492.09,1497.73,1503.39,1509.07,1514.77,1520.49,1526.24,1532,1537.79,1543.6,1566.28,1589.3,1612.65,1636.35,1660.39,1684.79,1709.54,1734.66,1760.15,1786.02,1812.26,1838.89,1865.91,1893.33,1921.15,1949.38,1978.02,2007.09,2036.58,2066.5,2095.02,2123.92,2153.23,2182.94,2213.06,2243.6,2274.56,2305.94,2337.76,2370.02,2400.09,2430.54,2461.38,2492.61,2524.24,2556.27,2588.7,2621.55,2654.81,2688.5,2722.61,2757.15,2792.14,2862.16,2933.93,3007.51,3082.92,3160.24,3239.49,3320.72,3404,3489.61,3538.03,3666.11,3819.25,3896.18,3974.52,4005.66,4204.78,4060.28,3843.34,4126.71,4324.59,4373.24,4491.33,4453.17,5029.16,4869.1,4804.82,4055.26,3423.56,2888.84,2431.35,2047.76,1722.87,2551.22,3248.64,3319.14,3453.49,3544.57,3821.73,3811.43,4293.27,4390.49,4686.37,5052.24,5345.86,5548.62,5701.34,5907.51,6380.73,6590.59,7244.15,7822.37,8529.47,8996.79,9392.24,10004.6,10971.2,11834.1,12639.9,14141.2,14650.5,14086,14820.1,15577.9,15890.4,16760.5,17188.7,17344.1,17223.8,17215.9,17215.1,17631,18141.3,18410,18309.1,19136.2,19805.4,19645.9,20044.3,20068,19666,19998.2,20393.6,20861.2,21604.1,22321.2,23087,24103.6,25164.9,26133.5,27434.5,28664.2,29751.7,31325.2,32359.9,31776.1,30684.9,29083.8,26944.5,25064.8,24230.4
Greenland,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,421.376,428.753,436.129,443.505,450.882,458.258,465.634,473.011,480.387,487.763,495.14,502.516,509.892,517.269,524.645,532.022,539.398,546.774,554.151,561.527,568.903,576.28,583.656,591.032,598.409,605.785,613.161,620.538,627.914,635.29,642.667,650.043,657.419,664.796,672.172,679.548,686.925,694.301,701.677,709.054,716.43,723.806,731.183,738.559,745.935,753.312,760.688,768.065,775.441,782.817,790.194,797.57,804.946,812.323,819.699,827.075,834.452,841.828,849.204,856.581,863.957,871.333,878.71,886.086,893.462,900.839,908.215,915.591,922.968,930.344,937.72,945.097,952.473,959.849,967.226,974.602,981.978,989.355,996.731,1004.11,1011.48,1018.86,1026.24,1033.61,1040.99,1048.37,1055.74,1063.12,1070.49,1077.87,1085.25,1092.62,1100,1162.16,1224.32,1286.49,1348.65,1410.81,1472.97,1535.14,1597.3,1659.46,1721.62,1783.78,1845.95,1908.11,1970.27,2032.43,2094.59,2156.76,2218.92,2281.08,2343.24,2405.41,2467.57,2529.73,2591.89,2654.05,2716.22,2778.38,2840.54,2902.7,2964.86,3027.03,3089.19,3151.35,3213.51,3275.68,3337.84,3400,3731.74,4063.48,4395.21,4726.95,5058.69,5390.43,5722.17,6053.91,6385.64,6717.38,7049.12,7380.86,7712.6,8044.34,8376.07,8707.81,9039.55,9371.29,9703.03,10034.8,11077.3,11545.6,12162.6,12728.4,12720,13423.3,14588.8,15461.6,16186.2,17510.2,17483.5,16524.3,16872.6,15786.1,16161.2,17111.9,17865.9,18692.3,19786.8,17371.4,17294.8,16390.8,15569.2,16499.8,17117.5,17372.2,17613.5,18955.5,19182.1,20498.6,20698.6,20426.2,20277.6,21086.5,21845.6,23031.2,23858.2,24412.6,23789.5,24966.3,25730.3,26213.4,26687.6
Greda,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1008.96,1013.1,1017.25,1021.42,1025.61,1029.82,1034.04,1038.28,1042.54,1046.81,1051.11,1055.42,1059.74,1064.09,1068.45,1072.83,1077.23,1081.65,1086.09,1090.54,1095.01,1099.5,1104.01,1108.54,1113.09,1117.65,1122.23,1126.84,1131.46,1136.1,1140.75,1145.43,1150.13,1154.85,1159.58,1164.34,1169.11,1173.91,1178.72,1183.55,1188.41,1193.28,1198.17,1203.09,1208.02,1212.97,1217.95,1222.94,1227.96,1232.99,1238.05,1243.13,1248.23,1253.34,1258.48,1263.64,1268.83,1274.03,1279.25,1284.5,1289.77,1295.06,1300.37,1305.7,1311.05,1316.43,1321.83,1327.25,1332.69,1338.16,1343.64,1349.15,1354.69,1360.24,1365.82,1371.42,1377.04,1382.69,1388.36,1394.06,1399.77,1405.51,1411.28,1417.06,1422.87,1428.71,1434.57,1440.45,1446.36,1452.29,1458.24,1464.22,1470.23,1476.26,1482.31,1488.39,1494.49,1500.62,1506.78,1512.96,1519.16,1525.39,1531.64,1537.93,1544.23,1550.56,1556.92,1563.31,1569.72,1576.16,1582.62,1589.11,1595.63,1602.17,1608.74,1615.34,1621.96,1628.61,1635.29,1642,1648.73,1655.49,1662.28,1669.1,1675.94,1682.81,1689.71,1696.64,1703.6,1710.59,1717.6,1757.06,1797.42,1838.71,1880.95,1924.16,1968.37,2013.59,2059.84,2107.16,2155.57,2205.09,2255.75,2307.57,2360.58,2414.81,2470.28,2527.03,2585.08,2644.47,2705.22,2902.48,3127.79,3411.76,3648.89,3787.08,4174.37,4474.04,4898.82,5044.13,5028.42,5023.64,5037,4964.2,5096.35,5332.43,5842.81,6435.93,6680.5,7160.4,7596.33,7879.92,7933.23,7776.49,7974.88,8168.15,8364.99,8702.11,9840.97,10585.3,11258.1,10822.5,10881.6,11527.4,10765.4,11873.3,11365.7,12023.1,12095.6,11249.5,11168,11220.9,10982.7,11113.2
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,902.182,909.414,916.704,924.052,931.459,938.926,946.452,954.039,961.686,969.395,977.166,984.999,992.894,1000.85,1008.88,1016.96,1025.12,1033.33,1041.62,1049.97,1058.38,1066.87,1075.42,1084.04,1092.73,1101.49,1110.32,1119.22,1128.19,1137.23,1146.35,1155.54,1164.8,1174.14,1183.55,1193.04,1202.6,1212.24,1221.96,1231.75,1241.62,1251.58,1261.61,1271.72,1281.92,1292.19,1302.55,1312.99,1323.52,1334.13,1344.82,1355.6,1366.47,1377.42,1388.46,1399.59,1410.81,1422.12,1433.52,1445.01,1456.59,1468.27,1480.04,1491.9,1503.86,1515.92,1528.07,1540.32,1552.66,1565.11,1577.66,1590.3,1603.05,1615.9,1628.85,1641.91,1655.07,1668.34,1681.71,1695.19,1708.78,1722.48,1736.29,1750.2,1764.23,1778.37,1792.63,1807,1821.48,1836.09,1850.8,1865.64,1880.59,1895.67,1910.86,1926.18,1941.62,1957.19,1972.87,1988.69,2004.63,2177.77,2034.32,2214.1,2369.39,2300.48,2299.71,2425.17,2453.59,2710.6,2797.81,2552.99,2174.35,2138.87,2381.91,2697.43,3632.21,3475.97,3504.16,3870.58,4320.42,4450.58,4410.69,2890.42,2743.59,2728.7,3154.76,3111.75,3131.88,3325.33,3284.73,3235.64,3208.68,3231,3196.74,3181.36,3370.84,3458.32,3515.01,3581.55,3563.34,3611.47,3634.34,3869.61,3935.88,4037.15,4187.73,4284.69,4580.06,4711.72,4889.52,5062.38,5327.12,5574.99,5810.92,5803.91,6106.49,6448.44,6632.11,6805.3,6919.01,6801.92,6369.82,6062.57,5930.7,5731.52,5577.62,5611.32,5662.16,5714.91,5720.27,5759.56,5866.31,5924.02,5988.27,6107.75,6114.31,6189.87,6329.71,6396.21,6454.69,6437.93,6419.84,6396.54,6419.53,6470.91,6652.08,6899.33,6952.84,6819.5,6847.1,6957.28,6988.75,7056.93
Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,473.864,474.763,475.663,476.566,477.47,478.376,479.283,480.192,481.103,482.016,482.931,483.847,484.765,485.684,486.606,487.529,488.454,489.381,490.309,491.239,492.171,493.105,494.04,494.978,495.917,496.858,497.8,498.745,499.691,500.639,501.589,502.54,503.494,504.449,505.406,506.365,507.325,508.288,509.252,510.218,511.186,512.156,513.127,514.101,515.076,516.053,517.033,518.013,518.996,519.981,520.967,521.956,522.946,523.938,524.932,525.928,526.926,527.925,528.927,529.93,530.936,531.943,532.952,533.963,534.976,535.991,537.008,538.027,539.047,540.07,541.095,542.121,543.15,544.18,545.213,546.247,547.283,548.321,549.362,550.404,551.448,552.494,553.542,554.593,555.645,556.699,557.755,558.813,559.873,560.935,562,563.066,564.134,565.204,566.277,567.351,568.427,569.506,570.586,571.669,572.753,573.84,574.928,576.019,577.112,578.207,579.304,580.403,581.504,582.607,583.712,584.82,585.929,587.041,588.155,589.27,590.388,591.508,592.631,593.755,594.881,596.01,597.141,598.273,599.408,600.546,601.685,602.826,603.97,605.116,606.264,633.072,643.062,656.672,685.149,697.447,712.674,726.339,735.799,764.941,783.202,820.083,865.12,803.681,840.244,881.13,882.963,893.335,902.828,911.451,924.786,934.565,934.812,956.286,1002.8,1023.63,1100.95,1102.47,1108.33,1087.3,1101.21,1084.2,1080.5,1069.7,1050.16,1017.99,1009.91,1015.36,1048.56,1063.34,1051.79,1005.15,1001.21,1020.41,1027.52,1040.47,1056.73,1095.87,1130.89,1146.91,1142.73,1178.19,1191.83,1177.7,1181.61,1192.36,1197.31,1192.61,1223.75,1190.55,1184,1200.28,1215.66,1216.22
Guinea-Bissau,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.022,818.563,819.104,819.646,820.187,820.73,821.272,821.815,822.358,822.902,823.446,823.99,824.535,825.08,825.626,826.171,826.717,827.264,827.811,828.358,828.906,829.454,830.002,830.551,831.1,831.649,832.199,832.749,833.299,833.85,834.402,834.953,835.505,836.057,836.61,837.163,837.717,838.27,838.824,839.379,839.934,840.489,841.045,841.601,842.157,842.714,843.271,843.828,844.386,844.944,845.503,846.062,846.621,847.181,847.741,848.301,848.862,849.423,849.985,850.546,851.109,851.671,852.234,852.798,853.362,853.926,854.49,855.055,855.62,856.186,856.752,857.318,857.885,858.452,859.02,859.587,860.156,860.724,861.293,861.863,862.432,863.002,863.573,864.144,864.715,865.287,865.859,866.431,867.004,867.577,868.15,868.724,869.299,869.873,870.448,871.024,871.6,872.176,872.752,873.329,873.907,874.484,875.062,875.641,876.22,876.799,877.379,877.959,878.539,879.12,879.701,880.282,880.864,881.447,882.029,882.612,883.196,883.78,884.364,884.948,885.533,886.119,886.705,887.291,887.877,888.464,889.052,889.639,890.227,890.816,891.405,926.683,962.423,1001.02,1175.44,1102.42,1224.66,1274.1,1282.41,1266.87,1304.73,1362.65,1416.11,1443.82,1562.76,1641.35,1715.43,1784.53,1808.56,1865.21,1919.18,1834.76,1944.82,1941.87,2009.13,2037.01,1986.19,1813.23,2015.92,2020.53,1660.71,1917.61,1987.26,1784.43,1815.03,1871.16,1814.41,1746.1,1773.5,1740.55,1755.43,1801.22,1767.73,1749.28,1753.51,1787.85,1832,1888.95,1325.9,1400.6,1498.7,1468.76,1365.04,1330.04,1332.74,1349.14,1350.52,1365.68,1381.01,1393.28,1412.06,1456.85,1405.53,1380.79
Guya,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1277.88,1286.33,1294.83,1303.38,1312,1320.67,1329.39,1338.18,1347.02,1355.92,1364.88,1373.9,1382.98,1392.12,1401.31,1410.57,1419.89,1429.28,1438.72,1448.23,1457.8,1467.43,1477.13,1486.89,1496.71,1506.6,1516.56,1526.58,1536.67,1546.82,1557.04,1567.33,1577.69,1588.11,1598.61,1609.17,1619.8,1630.51,1641.28,1652.13,1663.04,1674.03,1685.09,1696.23,1707.44,1718.72,1730.08,1741.51,1753.02,1764.6,1776.26,1788,1799.81,1811.7,1823.68,1835.73,1847.86,1860.07,1872.36,1884.73,1897.18,1909.72,1922.34,1935.04,1947.83,1960.7,1973.66,1986.7,1999.82,2013.04,2026.34,2039.73,2053.21,2066.78,2080.43,2094.18,2108.02,2121.95,2135.97,2150.08,2164.29,2178.59,2192.99,2207.48,2222.06,2236.75,2251.53,2266.41,2281.38,2296.46,2311.63,2326.91,2342.28,2357.76,2392.87,2428.51,2464.68,2501.38,2538.64,2576.44,2614.81,2653.76,2693.28,2733.39,2774.1,2815.41,2857.34,2899.9,2943.08,2986.92,3031.4,3076.55,3122.36,3168.86,3216.06,3263.96,3312.56,3361.9,3411.97,3462.78,3514.35,3566.69,3619.81,3673.72,3728.43,3783.96,3840.31,3897.51,3955.55,4014.46,4074.25,3962.27,3853.37,3747.46,3644.46,3544.29,3446.88,3352.14,3260.01,3170.41,3083.27,3138.73,3090.96,2644.71,2875.57,3106.11,3195.98,3262.59,3231.05,3398.06,3493.66,3565.5,3422.64,3447.01,3693.6,3982.48,4013.11,3874,3771.89,3676.86,3723.82,3772.33,3275.6,3059.86,2917.01,3001.95,2993.87,3043.66,2953.58,2824.81,2748.89,2914.7,3135.69,3380.23,3655.22,3829.58,4131.15,4394.8,4329.43,4466.38,4407.97,4503.96,4543.53,4488.3,4628.3,4535.18,4751.51,5069.87,5149.48,5309.76,5525.27,5808.25,6036.78,6326.8
