country,gdp1800,gdp1801,gdp1802,gdp1803,gdp1804,gdp1805,gdp1806,gdp1807,gdp1808,gdp1809,gdp1810,gdp1811,gdp1812,gdp1813,gdp1814,gdp1815,gdp1816,gdp1817,gdp1818,gdp1819,gdp1820,gdp1821,gdp1822,gdp1823,gdp1824,gdp1825,gdp1826,gdp1827,gdp1828,gdp1829,gdp1830,gdp1831,gdp1832,gdp1833,gdp1834,gdp1835,gdp1836,gdp1837,gdp1838,gdp1839,gdp1840,gdp1841,gdp1842,gdp1843,gdp1844,gdp1845,gdp1846,gdp1847,gdp1848,gdp1849,gdp1850,gdp1851,gdp1852,gdp1853,gdp1854,gdp1855,gdp1856,gdp1857,gdp1858,gdp1859,gdp1860,gdp1861,gdp1862,gdp1863,gdp1864,gdp1865,gdp1866,gdp1867,gdp1868,gdp1869,gdp1870,gdp1871,gdp1872,gdp1873,gdp1874,gdp1875,gdp1876,gdp1877,gdp1878,gdp1879,gdp1880,gdp1881,gdp1882,gdp1883,gdp1884,gdp1885,gdp1886,gdp1887,gdp1888,gdp1889,gdp1890,gdp1891,gdp1892,gdp1893,gdp1894,gdp1895,gdp1896,gdp1897,gdp1898,gdp1899,gdp1900,gdp1901,gdp1902,gdp1903,gdp1904,gdp1905,gdp1906,gdp1907,gdp1908,gdp1909,gdp1910,gdp1911,gdp1912,gdp1913,gdp1914,gdp1915,gdp1916,gdp1917,gdp1918,gdp1919,gdp1920,gdp1921,gdp1922,gdp1923,gdp1924,gdp1925,gdp1926,gdp1927,gdp1928,gdp1929,gdp1930,gdp1931,gdp1932,gdp1933,gdp1934,gdp1935,gdp1936,gdp1937,gdp1938,gdp1939,gdp1940,gdp1941,gdp1942,gdp1943,gdp1944,gdp1945,gdp1946,gdp1947,gdp1948,gdp1949,gdp1950,gdp1951,gdp1952,gdp1953,gdp1954,gdp1955,gdp1956,gdp1957,gdp1958,gdp1959,gdp1960,gdp1961,gdp1962,gdp1963,gdp1964,gdp1965,gdp1966,gdp1967,gdp1968,gdp1969,gdp1970,gdp1971,gdp1972,gdp1973,gdp1974,gdp1975,gdp1976,gdp1977,gdp1978,gdp1979,gdp1980,gdp1981,gdp1982,gdp1983,gdp1984,gdp1985,gdp1986,gdp1987,gdp1988,gdp1989,gdp1990,gdp1991,gdp1992,gdp1993,gdp1994,gdp1995,gdp1996,gdp1997,gdp1998,gdp1999,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013
Slovak Republic,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1501.83,1513.88,1526.03,1538.27,1550.61,1563.05,1575.59,1588.23,1600.97,1613.82,1626.77,1639.82,1652.97,1666.23,1679.6,1693.08,1706.66,1720.35,1734.16,1748.07,1762.09,1776.23,1790.48,1804.84,1819.32,1833.92,1848.63,1863.46,1878.42,1893.49,1908.68,1915.92,1923.19,1930.49,1937.82,1945.17,1952.56,1959.97,1967.41,1974.88,1982.37,1989.9,1997.45,2005.03,2012.64,2020.28,2027.95,2035.64,2043.37,2051.13,2058.91,2085.54,2112.51,2139.83,2167.5,2195.53,2223.92,2252.68,2281.81,2311.32,2341.21,2371.48,2402.15,2433.22,2464.68,2496.56,2528.84,2561.54,2594.67,2628.22,2662.21,2699.41,2737.13,2775.37,2814.15,2853.47,2893.34,2933.77,2974.76,3016.33,3058.48,3101.93,3145.99,3190.69,3236.01,3281.99,3328.61,3375.9,3423.86,3472.5,3521.83,3582.43,3644.07,3706.77,3664.32,3622.35,3580.86,3539.85,3499.3,3459.22,3419.6,3687.5,3548.18,3804.19,4161.81,4609.69,4555.54,4867.42,5266.28,5381.61,5175.43,4968.32,4740.16,4513.84,4321.1,4262.84,4596.69,5097.11,5129.34,5161.78,5194.42,5227.27,5260.32,5293.59,5327.06,5360.75,5394.65,5428.76,5463.09,5765.49,6192.23,6233.08,6363.81,6269.31,6459.21,6937.37,7270.27,7641.17,8154.53,8455.01,9036.04,9310.51,9381.58,9144.61,9503.26,9786.72,10154.5,10550.1,11006.9,11239.3,11438.2,11777.9,12131.8,12455.2,12811.8,13088.6,13197.9,13697.4,13773.3,13805.1,14119.3,13996.3,14231.5,14411.5,14716.2,14800.5,15048.3,15095.2,15404.8,15509.2,15057.9,12811,11911.4,12084.5,12785.9,13493.2,14399.6,15206.7,15756.1,15801.8,15913.4,16426.5,17103.5,17816.8,18782.8,19915.4,21538.2,23788.7,25136.2,23835.3,24823.3,25560.3,25963.7,26176.3
Slovenia,1454.81,1456.2,1457.6,1458.99,1460.39,1461.79,1463.18,1464.58,1465.97,1467.37,1468.76,1470.16,1471.55,1472.95,1474.34,1475.74,1477.13,1478.53,1479.93,1481.32,1482.72,1496.16,1509.61,1523.05,1536.49,1549.94,1563.38,1576.83,1590.27,1603.72,1617.16,1630.6,1644.05,1657.49,1670.94,1684.38,1697.83,1711.27,1724.72,1738.16,1751.6,1765.05,1778.49,1791.94,1805.38,1818.83,1832.27,1845.72,1859.16,1872.6,1886.05,1893.39,1900.73,1908.07,1915.41,1922.75,1930.08,1937.42,1944.76,1952.1,1959.44,1966.78,1974.12,1981.46,1988.8,1996.14,2003.48,2010.82,2018.16,2025.5,2032.84,2074.24,2115.65,2157.06,2198.47,2239.87,2281.28,2322.69,2364.1,2405.5,2446.91,2488.32,2529.73,2571.13,2612.54,2653.95,2695.36,2736.76,2778.17,2819.58,2860.99,2881,2901.01,2921.03,2941.04,2961.05,2981.06,3001.08,3021.09,3041.1,3061.11,3113.69,3166.27,3218.84,3271.42,3323.99,3376.57,3429.14,3481.72,3534.29,3586.87,3586.9,3586.93,3586.96,3574.49,3562.02,3549.56,3537.09,3524.62,3512.15,3499.68,3534.2,3586.23,3719.54,3930.28,4065.16,4287.46,4158.12,4460.12,4629.55,4474.42,4278.66,3827.19,3892.05,3981.58,3867.81,4310.24,4321.7,4603.33,4791.11,4750.26,4709.4,4668.55,4627.69,4586.84,4545.98,4505.12,4464.27,5254.98,5695.84,5263.54,5399.87,4915.35,5574.95,5809.83,6099.56,5911.13,6836.26,7058.64,7852.11,8270.52,8557.29,8632.16,9438.66,10246.2,10420.6,10876.9,10968.2,11105.6,12250.6,12741.6,14086.7,14440.9,14798.3,16559,16413.4,16762,17815.2,18635.5,19746.4,20576.9,20817.5,20835.2,20896.6,21308.7,21368.5,22132.5,21781.9,21380.8,21017.6,19411.4,17609.5,16576.4,16979.1,17818.2,18491.9,19116.1,20012.3,20696.6,21764.2,22622.8,23284.3,24092.6,24726.3,25787.2,26826,28313.4,30178.4,31201.1,28442.1,28589.2,28715.5,27913,27559.5
Solomon Islands,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,382.106,383.395,384.69,385.988,387.291,388.599,389.911,391.227,392.548,393.873,395.203,396.537,397.876,399.219,400.566,401.919,403.276,404.637,406.003,407.374,408.749,410.129,411.513,412.902,414.296,415.695,417.098,418.506,419.919,421.337,422.759,424.186,425.618,427.055,428.497,429.943,431.395,432.851,434.313,435.779,437.25,438.726,440.207,441.693,443.184,444.68,446.182,447.688,449.199,450.716,452.237,453.764,455.296,456.833,458.375,459.922,461.475,463.033,464.596,466.164,467.738,469.317,470.902,472.491,474.086,475.687,477.293,478.904,480.521,482.143,483.771,485.404,487.042,488.687,490.336,491.992,493.653,495.319,496.991,498.669,500.352,502.042,503.736,505.437,507.143,508.855,510.573,512.297,514.026,515.762,517.503,519.25,521.003,522.761,531.544,540.475,549.555,558.788,568.176,577.722,587.428,597.297,607.332,617.536,627.911,638.46,649.187,660.094,671.184,682.46,693.926,705.585,717.439,729.493,741.749,754.211,766.882,779.766,792.867,806.188,819.732,833.504,847.508,861.747,876.225,890.946,905.914,921.134,936.61,952.346,968.346,984.615,1001.16,1017.98,1035.08,1052.47,1070.15,1088.13,1106.41,1125,1143.9,1163.12,1182.66,1202.53,1222.74,1243.28,1264.17,1285.41,1305.3,1227.63,1247.97,1233.11,852.249,916.268,1115.7,948.377,1042.22,1152.34,1212.96,1463.61,1328.32,1455.45,1445.81,1589.54,1555.86,1519.47,1766.01,1757.41,1770.71,1861.98,1842.62,1898.42,2078.85,2100.24,2228.53,2344.19,2315.62,2219.35,2197.26,2127.64,1775.51,1573.73,1507.98,1564.21,1647.16,1686.81,1713.93,1781.61,1864.45,1735.37,1793.84,1935.18,1986.34,1998.62
Somalia,730,730.619,731.239,731.858,732.478,733.097,733.717,734.336,734.956,735.575,736.195,736.814,737.434,738.053,738.673,739.292,739.912,740.531,741.15,741.77,742.389,743.009,743.628,744.248,744.867,745.487,746.106,746.726,747.345,747.965,748.584,749.204,749.823,750.442,751.062,751.681,752.301,752.92,753.54,754.159,754.779,755.398,756.018,756.637,757.257,757.876,758.496,759.115,759.735,760.354,760.973,761.593,762.212,762.832,763.451,764.071,764.69,765.31,765.929,766.549,767.168,767.788,768.407,769.027,769.646,770.265,770.885,771.504,772.124,772.743,773.363,773.982,774.602,775.221,775.841,776.46,777.08,777.699,778.319,778.938,779.558,780.177,780.796,781.416,782.035,782.655,783.274,783.894,784.513,785.133,785.752,786.372,786.991,787.611,788.23,788.85,789.469,790.088,790.708,791.327,791.947,792.566,793.186,793.805,794.425,795.044,795.664,796.283,796.903,797.522,798.142,798.761,799.381,800,805.761,811.523,817.284,823.045,828.807,834.568,840.329,846.091,851.852,857.613,863.375,869.136,874.897,880.659,886.42,892.181,897.943,903.704,909.465,915.227,920.988,926.749,932.51,938.272,944.033,949.794,955.556,961.317,967.078,972.84,978.601,984.362,990.124,995.885,1001.65,1007.41,1013.17,1052.51,1066.25,1085.88,1127.1,1141.63,1161.15,1181.16,1189.73,1233.94,1224.61,1257.31,1285.69,1307.78,1141.86,1043.43,1165.97,1206.12,1200.2,1027.07,1091.45,1104.49,1264.22,1099.21,1071.61,1154.23,1032.18,1051.01,999.51,872.175,839.594,869.065,890.291,796.352,833.984,920.209,898.346,979.917,962.204,950.1,929.553,920.56,813.376,816.59,644.117,637.263,648.364,612.673,606.893,604.931,603.137,602.956,606.783,611.473,613.613,615.825,614.582,614.769,614.922,614.728,614,614,616,619
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,984.13,980.169,976.224,972.295,968.382,917.698,918.014,995.202,871.448,851.492,941.245,746.533,756.142,952.121,964.052,801.124,835.231,868.281,921.077,796.69,787.186,928.996,866.697,874.167,881.638,889.109,896.579,900.697,904.815,908.934,866.486,824.038,818.77,813.502,808.234,802.966,797.699,792.431,787.163,781.895,776.627,758.817,741.008,723.198,697.671,672.144,646.617,621.091,644.25,667.41,690.57,817.702,857.405,920.654,894.995,961.096,774.093,916.431,801.758,827.522,857.299,807.143,594.481,635.134,886.443,652.874,678.532,813.257,831.507,831.377,892.962,905.739,1350.36,1177.15,1134.93,1279.94,1447.87,1380.92,1363.42,1528.9,1787.51,1708.85,1637.64,1273.83,1167.81,997.924,1192.05,1376.15,1570.11,1572.18,1602.25,1688.01,1666.17,1669.88,1641.73,1912.41,2020.61,1912.09,2322.22,2063.57,1468.56,1598.73,1930.94,2617.74,2647.32,2858.58,3122.79,3100.62,2462.11,2609.32,2639.79,2643.23,2646.67,2650.11,2653.55,2656.99,2660.43,2663.87,2667.31,2711.27,2755.23,2799.19,2843.15,2887.11,2931.06,3123.72,3206.28,3268.21,3515.9,3433.34,3240.68,3061.79,2944.83,3263.62,3616.81,4006.71,4385.13,4674.11,4486.04,4708.51,4919.51,5050.24,5105.28,5119.04,5194.73,5224.54,5300.23,5247.48,5536.46,5495.17,5813.97,5942.4,6006.62,6135.05,6336.88,6490.54,6683.19,6768.05,6740.53,6868.97,6974.47,7091.43,7290.97,7616.64,7912.5,8162.49,8290.92,8623.48,8758.79,9050.06,9277.12,9483.53,9423.9,9575.27,9859.66,9795.44,9786.27,9529.4,9572.98,9706,10068.4,10274.8,9914.7,9430.78,9600.5,9187.67,8972.09,8937.68,9091.35,9073,8790.9,8520.27,8173.96,8102.86,8219.82,8362.02,8607.42,8719.8,8644.12,8735.86,8990.43,9132.63,9364.27,9538.57,9875.72,10297.7,10774.8,11267.9,11577.5,11336.7,11650.9,11910.2,12041.7,12105.6
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,533.922,536.426,538.941,541.468,544.007,546.558,549.121,551.696,554.283,556.882,559.493,562.117,564.753,567.401,570.061,572.734,575.42,578.118,580.829,583.553,586.289,589.038,591.8,594.575,597.363,600.164,602.979,605.806,608.647,611.501,614.368,617.249,620.143,623.051,625.973,628.908,631.857,634.82,637.797,640.787,643.792,646.811,649.844,652.891,655.952,659.028,662.118,665.223,668.342,671.476,674.625,677.788,680.967,684.16,687.368,690.591,693.829,697.083,700.351,703.635,706.935,710.25,713.58,716.926,720.288,723.665,727.059,730.468,733.893,737.334,740.792,744.265,747.755,751.262,754.784,758.324,761.879,765.452,769.041,772.647,776.27,779.91,783.567,787.242,790.933,794.642,798.368,802.112,805.873,809.652,813.448,817.263,821.095,824.945,841.349,858.079,875.141,892.543,910.291,928.392,946.853,965.681,984.883,1004.47,1024.44,1044.81,1065.59,1086.78,1108.39,1130.43,1152.91,1175.83,1199.21,1223.06,1247.38,1272.18,1297.48,1323.28,1349.59,1376.43,1403.8,1431.71,1460.18,1489.22,1518.83,1549.03,1579.83,1611.25,1643.29,1675.96,1709.29,1742.92,1779.95,1813.71,1850.48,1888.4,2031.68,1949.96,1975.51,2150.52,2131.39,2073.99,2158.42,2040.42,1966.19,2049.61,1971.41,1859.27,1921.11,1985.77,1849.52,1922.24,1828.05,1623.54,1734,1895.06,2174.3,2426.51,2306.77,1991.67,1939.67,1916.01,2087.87,1995.54,1828.99,1647.59,1661.92,1660.81,1646.04,1734.21,1547.9,1606.86,1643.6,1646.68,1634.09,1639.27,1678.94,1797.82,1851.14,1936.59,2064.16,2129.33,2195.65,2288.34,2341.57,2477.19,2657.41,2888.33,2903.84,2914.89,2968.42,3504.77,1751.61,2079.74
Spain,1751.65,1755.64,1759.65,1763.67,1767.7,1771.73,1775.78,1779.83,1783.89,1787.97,1792.05,1796.14,1800.24,1804.35,1808.47,1812.6,1816.74,1820.89,1825.04,1829.21,1833.38,1837.54,1841.7,1845.88,1850.06,1854.25,1858.46,1862.67,1866.89,1871.12,1875.36,1879.61,1883.87,1888.14,1892.42,1896.71,1901.01,1905.31,1909.63,1913.96,1918.3,1922.64,1927,1931.37,1935.75,1940.13,1944.53,1948.94,1953.35,1957.78,1962.22,1981.5,2060.49,2066.17,2092.71,2186.72,2116.04,2058.48,2097.45,2182.8,2248.67,2270.51,2278.06,2323.18,2316.96,2237.96,2346.94,2333.53,2090.67,2149.11,2195.78,2361.28,2679.72,2906.16,2653.82,2721.94,2763.63,3035,2943.11,2765.5,2994.21,3054.36,3077.26,3129.45,3120.93,3021.53,2940.62,2883.95,2985.97,2965.9,2954.34,3008.16,3219.32,3092.81,3113.54,3072.5,2815.09,2944.97,3157.83,3194.21,3249.37,3458.08,3334.52,3326.81,3292.95,3233.03,3367.68,3449.69,3560.22,3597.19,3447.34,3669.45,3617.54,3739.32,3663.03,3698.03,3844.14,3771.71,3720.12,3718.36,3960.46,4024.55,4154.06,4165.54,4240.28,4457.68,4396.54,4729.42,4700.36,4982.27,4766.68,4600.2,4655.82,4522.12,4649.18,4698.26,3617.84,3288.47,3256.55,3482.88,3784.41,3691.93,3867.84,3979.39,4131.94,3822.89,3963.42,3997.45,3976.01,3919.78,3981.9,4341.21,4654.05,4597.94,4903.48,5053.98,5416.98,5541.11,5729.75,5549,5587.56,6250.41,6911.63,7551.66,8213.01,8662.86,9204.07,9703.14,10165.3,10972.7,11495,12039.5,12914.1,13936.6,14824.4,15182.5,15642.7,16068,16413.5,16495.5,16740.1,16709.5,16904.7,17240.8,17410.3,17684.6,18187.1,19136.8,20093.5,21067.8,21928.6,22423.8,22581.8,22304.8,22799.9,23394,23925.4,24818.1,25896.8,27052.9,28417.1,29402.3,30147.2,31031.9,31994.2,33102.4,33927.5,34477.8,34236.4,32714,32507.2,32605.7,32049.3,31764.7
Sri Lanka,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.319,750.946,751.573,752.201,752.83,753.459,754.088,754.718,755.348,755.979,756.611,757.243,757.876,758.509,759.142,759.776,760.411,761.046,761.682,762.318,762.955,763.593,764.23,764.869,765.508,766.147,766.787,767.428,768.069,768.71,769.353,785.371,801.723,818.415,835.455,852.85,870.607,888.734,907.238,926.127,945.41,965.094,985.188,1005.7,1026.64,1048.01,1069.84,1092.11,1114.85,1138.06,1161.76,1128.39,1070.69,1075.7,1057.09,1065.15,1076.25,1082.1,979.247,1050.02,1133.26,1209.87,1276.16,1284.59,1234.32,1149.3,1105.63,1289.54,1256.99,1230.17,1426.16,1414.63,1435.7,1436.16,1423.54,1480.43,1484.61,1535.09,1593.49,1683.29,1760.77,1626.19,1603.84,1672.17,1658.19,1608.6,1624.39,1682.82,1666.41,1573.15,1648.36,1583.1,1578.16,1684.17,1650.8,1550.63,1600.04,1661.52,1511.15,1591.64,1490.06,1445.05,1482.49,1454.05,1538.72,1619.58,1727.99,1721.34,1715.06,1822.33,1726.28,1641.32,1556.9,1569.26,1718.9,1615.59,1602.85,1701.04,1671.96,1618.62,1706.88,1741.87,1804.89,1752.25,1575.28,1522.52,1433.21,1464.77,1581.71,1636.15,1709.57,1764.54,1792.34,1773.93,1771.4,1827.13,1793.81,1774.16,1780.25,1758.63,1773.61,1761.34,1777.35,1769.15,1810.03,1823.59,1761.2,1878.32,1972.58,2006.77,2059.28,2002.77,2007.15,2052.31,2086.92,2102.38,2129.12,2231.09,2328.47,2433.55,2522.96,2638.85,2726.19,2827.72,2930.23,3013.49,3119.44,3104.47,3140.86,3179.39,3340.42,3454.28,3562.63,3757.51,3913.08,4076.69,4184.63,4407.47,4569.18,4720.66,4958.66,4839.27,4987.92,5238.07,5475.6,5758.13,6151.4,6518.34,6852.41,7039.66,7544.74,8111.55,8576.49,9130.08
Sudan,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,545.539,548.098,550.668,553.25,555.844,558.45,561.069,563.7,566.343,568.999,571.667,574.347,577.041,579.746,582.465,585.196,587.94,590.697,593.467,596.25,599.046,601.855,604.677,607.512,610.361,613.223,616.098,618.987,621.89,624.806,627.736,630.679,633.636,636.608,639.593,642.592,645.605,648.632,651.674,654.73,657.8,660.884,663.983,667.097,670.225,673.367,676.525,679.697,682.884,686.086,689.304,692.536,695.783,699.046,702.324,705.617,708.926,712.25,715.59,718.945,722.316,725.703,729.106,732.525,735.96,739.411,742.878,746.362,749.861,753.377,756.91,760.459,764.025,767.608,771.207,774.823,778.457,782.107,785.774,789.459,793.161,796.88,800.617,804.371,808.142,811.932,815.739,819.564,823.407,827.268,831.147,835.045,838.96,842.894,859.655,876.749,894.183,911.964,930.098,948.593,967.455,986.693,1006.31,1026.32,1046.73,1067.55,1088.77,1110.42,1132.5,1155.02,1177.99,1201.41,1225.3,1249.67,1274.52,1299.86,1325.71,1352.07,1378.96,1406.38,1434.34,1462.86,1491.95,1521.62,1551.88,1582.73,1614.21,1646.3,1679.04,1712.43,1746.48,1780.84,1818.68,1853.18,1890.74,1929.49,2075.89,1992.39,2018.49,2197.32,2177.76,2119.11,2205.38,2084.82,2008.97,2094.2,2014.3,1899.72,1962.91,2028.98,1889.77,1964.07,1867.82,1658.87,1771.73,1936.29,2221.6,2479.31,2356.96,2035.01,1981.87,1957.7,2133.3,2038.96,1868.78,1683.44,1698.08,1696.94,1681.86,1771.94,1581.58,1641.82,1679.36,1682.51,1669.64,1674.94,1715.47,1836.94,1891.42,1978.73,2109.07,2175.66,2243.43,2338.13,2392.52,2531.09,2686.83,2841.18,2853.43,2924.91,2922.88,3524.05,3331.77,3356.2
Surime,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1722.43,1733.81,1745.27,1756.8,1768.41,1780.1,1791.86,1803.7,1815.62,1827.62,1839.69,1851.85,1864.09,1876.4,1888.8,1901.28,1913.85,1926.49,1939.22,1952.04,1964.93,1977.92,1990.99,2004.14,2017.39,2030.72,2044.14,2057.64,2071.24,2084.93,2098.7,2112.57,2126.53,2140.58,2154.73,2168.97,2183.3,2197.72,2212.25,2226.87,2241.58,2256.39,2271.3,2286.31,2301.42,2316.62,2331.93,2347.34,2362.85,2378.47,2394.18,2410,2425.93,2441.96,2458.09,2474.34,2490.69,2507.14,2523.71,2540.39,2557.17,2574.07,2591.08,2608.2,2625.44,2642.78,2660.25,2677.83,2695.52,2713.33,2731.26,2749.31,2767.48,2785.76,2804.17,2822.7,2841.35,2860.13,2879.03,2898.05,2917.2,2936.48,2955.88,2975.41,2995.07,3014.86,3034.79,3054.84,3075.03,3095.34,3115.8,3136.39,3157.11,3177.97,3225.3,3273.34,3322.09,3371.56,3421.77,3472.73,3524.45,3576.94,3630.21,3684.28,3739.15,3794.83,3851.35,3908.71,3966.92,4026,4085.96,4146.81,4208.57,4271.25,4334.86,4399.42,4464.94,4531.43,4598.92,4667.41,4736.92,4807.47,4879.06,4951.73,5025.47,5100.32,5176.27,5253.36,5331.6,5411.01,5491.59,5613.06,5737.22,5864.12,5993.83,6126.41,6261.93,6400.44,6542.01,6686.71,6834.62,6985.8,7140.32,7298.26,7459.69,7624.7,7793.35,7965.73,8141.93,8322.02,8506.1,9007.25,9442.03,9877.6,10223.6,9286.55,10212.4,11360.3,12056.6,11375,10370.9,11008.5,10397.2,9816.62,9465.81,10623.2,10307.8,9448.44,10173.7,10547.6,10057.8,10227.2,10247.9,9647.75,9264.22,9450.15,9470.34,9587.67,9782.66,9451.97,9738.54,10227.1,10413.3,11057.2,11801.8,12408.8,12975.7,13484.6,13851.7,14076.3,14462.3,14942.4,15608.9,16170.7
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,515.291,517.707,520.135,522.573,525.024,527.486,529.959,532.444,534.941,537.449,539.969,542.501,545.045,547.601,550.169,552.749,555.34,557.944,560.561,563.189,565.83,568.483,571.149,573.827,576.518,579.221,581.937,584.666,587.408,590.162,592.929,595.71,598.503,601.309,604.129,606.962,609.808,612.667,615.54,618.427,621.326,624.24,627.167,630.108,633.062,636.031,639.013,642.01,645.02,648.045,651.084,654.136,657.204,660.285,663.382,666.492,669.618,672.757,675.912,679.081,682.266,685.465,688.679,691.908,695.153,698.413,701.687,704.978,708.283,711.605,714.941,718.294,721.662,725.046,728.446,731.861,735.293,738.741,742.205,745.685,749.182,752.695,756.224,759.77,763.333,766.912,770.509,774.122,777.751,781.398,785.062,788.744,792.442,796.158,807.955,819.926,832.075,844.404,856.916,869.613,882.498,895.575,908.845,922.311,935.977,949.846,963.92,978.202,992.696,1007.41,1022.33,1037.48,1052.85,1068.45,1084.28,1100.35,1116.65,1133.2,1149.99,1167.03,1184.32,1201.87,1219.68,1237.75,1256.09,1274.7,1293.59,1312.76,1332.21,1351.95,1371.98,1417.9,1429.2,1450.38,1496.95,1508.35,1528.69,1549.09,1553.69,1603.43,1778.21,1955.7,2310.1,2381.51,2662.56,2999.9,3047.75,3252.12,3022.16,3067.52,3873.01,3833.21,4187.69,4295.36,4648.83,4684.15,4702.91,4706.13,4684.64,4606.76,4560.96,4720.73,4847.98,4707.5,4637,4751.47,4745.49,4959.31,4620.81,4713.83,4632.87,4537.86,4421.89,4431.89,4556.13,4693.91,4755.47,4824.81,4879.09,4965.12,5004.59,5036.09,5137.62,5235.55,5334.32,5456.08,5550.77,6251.92,6373.31,6377.94,6425.94,6366.95,6408.71,6509.14
Sweden,1564.28,1551.21,1622.94,1606.91,1502.2,1598.39,1616.05,1548.95,1466.21,1399.27,1511.89,1624.11,1520.31,1549.37,1561.3,1615.7,1647.22,1599.6,1612.77,1598.71,1620.95,1669.72,1677.56,1659.48,1704.49,1749.77,1753.95,1671.71,1701.28,1725.29,1682.41,1715.15,1669.53,1722.24,1744.61,1737.92,1794.02,1779.91,1751.95,1771.41,1796.7,1774.03,1690.45,1727.16,1801.84,1843.59,1780.2,1826.87,1846.38,1914.71,1965.09,1925.88,1885.23,1910.43,1929.61,2049,2027.98,2083.73,2108.58,2184.62,2224.6,2137.35,2071.47,2160.9,2199.33,2237.45,2200.62,2233.55,2033.09,2178.36,2456.17,2541.44,2586.65,2616.63,2715.62,2618.85,2784.7,2721.85,2624.38,2768.72,2703.01,2800.02,2696.59,2900.58,2837.95,2889.01,2917.44,2830.74,2876.89,2919.65,2986.52,3148.96,3107.66,3183.73,3197.72,3353.13,3440.77,3575.64,3697.33,3788.48,3803.74,3902.45,3851.04,4053.23,4122.94,4063.74,4388.82,4680.89,4536.68,4560.26,4643.91,4759.46,4940.06,5248.25,5359.61,5545.75,5853.43,5497.41,5080.55,5158,5485.8,5203.42,5576.14,5754.54,6147.44,6287.06,6593.21,6807.63,7002.33,7418.79,7738.29,7540.22,7245.6,7365.3,7841.26,8202.17,8473.61,8682.66,8949.29,9588.94,8864.87,8603.81,8656.48,8911.7,9150.54,9395.3,10309.1,11123,11252,11601.3,12306.2,12202.5,12438.3,12514.7,13192.5,13466.3,13927.4,14234.8,14297.5,14861.5,15356,16259.1,16863.9,17480.3,18689.8,19392.8,19459.8,19938.8,20625.2,21387.5,22268.4,22485.6,22509,23432.5,25255.5,25554.3,25571.1,24744.9,24955.2,25997.1,26172.5,26022.5,26579,26949.7,28028.5,28333.7,29264.4,30009.8,30711.5,31268.8,30999.5,29727.9,29711.6,29013.2,30031.5,31399.2,31824.5,32623.6,33634.1,34893.4,36606.6,36947.4,37641.1,38306,39803.3,40894.7,42449.5,43574.9,42899.3,40396,42584.1,43874.9,43943.7,44250.5
